"dates","bestTimes"
2021-06-12 06:13:33,18.2
2021-06-20 08:51:04,17.9333333333333
2021-06-26 10:52:48,17.85
2021-06-29 16:22:51,17.7333333333333
2021-07-01 06:06:25,17.45
2021-07-05 08:53:15,17.2833333333333
2021-07-14 05:47:00,16.4
2021-07-26 05:47:50,16.2166666666667
2021-07-28 05:42:24,16.1333333333333
2021-08-08 05:59:30,15.9166666666667
2021-08-13 05:43:13,15.7333333333333
